"11","20160407","135756","","1407ATS005","B","1108698","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ｽﾐﾄﾓﾐﾂｲｵ-ﾄｻ-ﾋﾞｽ               ","1304101 000","03-5358-6332","","東京オペラシティビル","住友三井オートサービス㈱","","","ｽﾐﾄﾓﾐﾂｲｵ-ﾄｻ-ﾋﾞｽ","ﾀﾏﾎｰﾑ                         ","3433237 000","084-431-3688","","","タマホーム㈱","福山営業所","","ﾀﾏﾎｰﾑ",""
"11","20160407","135756","","1407ATS006","B","1J05184","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ﾄｳﾖｳｿｳｺ                       ","3402022 000","082-263-1108","","光富士ビル１Ｆ","東洋倉庫㈱","","","ﾄｳﾖｳｿｳｺ","ﾄｳﾖｳｿｳｺ                       ","3402022 000","082-263-1108","","光富士ビル１Ｆ","東洋倉庫㈱","","","ﾄｳﾖｳｿｳｺ",""
"11","20160407","135756","","1407ATS007","B","1108550","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ﾁﾕｳｺﾞｸｷｷﾞﾖｳ                   ","3401017 000","082-242-7839","","","中国企業㈱","","","ﾁﾕｳｺﾞｸｷｷﾞﾖｳ","ﾏｽｵｶｸﾞﾐ                       ","3401030 000","082-504-5050","","","㈱増岡組","広島本店","","ﾏｽｵｶｸﾞﾐ",""
"11","20160407","135756","","1407ATS008","B","463N102572","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ﾅｶﾏﾙｻﾄｼ                       ","3404062 000","","","","中丸　敏至","","","ﾅｶﾏﾙｻﾄｼ","ﾅｶﾏﾙｻﾄｼ                       ","3404062 000","","","","中丸　敏至","","","ﾅｶﾏﾙｻﾄｼ",""
"11","20160407","135756","","1407ATS009","B","1J05164","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ｽﾐﾄﾓﾐﾂｲｵｰﾄｻｰﾋﾞｽ               ","3401014 000","082-249-2529","","銀泉広島ビルディング","住友三井オートサービス㈱","広島支店","","ｽﾐﾄﾓﾐﾂｲｵｰﾄｻｰﾋﾞｽ","ﾀﾅｶﾃﾞﾝｷｺｳｷﾞﾖｳ                 ","3403013 000","082-282-0251","","","田中電機工業㈱","","","ﾀﾅｶﾃﾞﾝｷｺｳｷﾞﾖｳ",""
"11","20160407","135756","","1407ATS010","B","1P03463","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ﾁﾕｳｺﾞｸｷｷﾞﾖｳ                   ","3401017 000","082-242-7839","","","中国企業㈱","","","ﾁﾕｳｺﾞｸｷｷﾞﾖｳ","ﾁﾕｳｺﾞｸｺｳｱﾂｺﾝｸﾘ-ﾄｺｳｷﾞﾖｳ        ","3401017 000","082-243-6606","","","中国高圧コンクリート工業㈱","","","ﾁﾕｳｺﾞｸｺｳｱﾂｺﾝｸﾘ-ﾄｺｳｷﾞﾖｳ",""
"11","20160407","135756","","1407ATS011","B","1902377","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ｷﾖｳｾｲｼﾞﾄﾞｳｼﾔｺｳｷﾞﾖｳ            ","3401077 000","082-243-4385","","","共盛自動車工業㈱","","","ｷﾖｳｾｲｼﾞﾄﾞｳｼﾔｺｳｷﾞﾖｳ","ｶﾈﾏﾙﾂﾊﾞｻ                      ","3403023 000","","","","金丸　翼","","","ｶﾈﾏﾙﾂﾊﾞｻ",""
"11","20160407","135756","","1407ATS012","B","2902414","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ｱｷﾓ-ﾀ-ｽ                       ","3470105 000","082-822-1181","","","㈲安芸モータース","","","ｱｷﾓ-ﾀ-ｽ","ﾌﾟﾛﾒﾝﾃ                        ","3402045 000","082-890-4300","","","㈲プロメンテ","","","ﾌﾟﾛﾒﾝﾃ",""
"11","20160407","135756","","1407ATS013","B","1J05208","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ﾄｸﾓﾄﾉﾘｱｷ                      ","3403080 000","082-285-4240","","","徳本　憲昭","","","ﾄｸﾓﾄﾉﾘｱｷ","ﾄｸﾓﾄﾉﾘｱｷ                      ","3403080 000","082-285-4240","","","徳本　憲昭","","","ﾄｸﾓﾄﾉﾘｱｷ",""
"11","20160407","135756","","1407ATS014","B","2902431","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","","","","","","","","","","","","","","","","","","",0,0,0,"0",0,0,0,"","","","","ｸﾜﾓﾄｷﾖｳﾀﾞｲｼﾞﾄﾞｳｼﾔｼﾖｳｶｲ        ","3401033 000","082-294-1441","","","㈲桑本兄弟自動車商会","","","ｸﾜﾓﾄｷﾖｳﾀﾞｲｼﾞﾄﾞｳｼﾔｼﾖｳｶｲ","ｸﾜﾓﾄｷﾖｳﾀﾞｲｼﾞﾄﾞｳｼﾔｼﾖｳｶｲ        ","3401033 000","082-294-1441","","","㈲桑本兄弟自動車商会","","","ｸﾜﾓﾄｷﾖｳﾀﾞｲｼﾞﾄﾞｳｼﾔｼﾖｳｶｲ",""
